class,lower,variants,rep_word,rep_voca_id,merge_voca_ids,rep_meanings,merge_meanings,rep_examples,merge_examples,merge_book_maps
llm-proper,brady,brady | Brady,Brady,50062,30567,이름,「더딘」 「둔한」 「짧은」 「천천히」의 뜻,0,0,1
auto,brain,brain | Brain,brain,3755,30332,뇌 / 두뇌 / 머리 / 브레인,① 뇌 ② 두뇌 ③ 머리 ④ 브레인,2,0,1
llm-sense,brandish,brandish | Brandish,brandish,6342,33000,휘두르다 / 휘두르기 / …을 과시하다,휘두르다 / 휘두르기 / 바싹 당기다,0,0,1
auto,brazil,brazil | Brazil,brazil,10613,37499,브라질,브라질,0,0,2
llm-sense,brazilian,brazilian | Brazilian,brazilian,10603,41035,브라질의 / 브라질인,브라질인 / 브라질 어,0,0,1
llm-proper,brian,brian | Brian,Brian,50199,35483,이름,남자 이름,0,0,2
auto,britain,britain | Britain,britain,7779,41037,영국,영국,0,0,1
llm-sense,british,british | British,british,286,34986,영국의 / 영연방의,영국사람 / 영국의 / 영국인의 / 영국인 / 영국 어 / 영국인│영국의,1,0,7
auto,briton,briton | Briton,briton,17164,34033,영국인,1. 영국인[특히 잉글랜드의 주민]  2. 브리튼인[고대에 영국 남부에 살던 켈트인,0,0,1
llm-proper,brown,brown | Brown,Brown,50207,2007,이름,브라운 / 갈색,0,2,100
auto,brussels,Brussels | brussels,brussels,37723,34031,브뤼셀 / 벨기에의 수도,블뤼셀[벨기에의 수도,0,0,1
llm-sense,brutal,brutal | Brutal,brutal,7404,29851,잔인한 / 폭력적인 / 무자비한 / 야만적인,잔혹한,2,0,1
llm-sense,buddhist,buddhist | Buddhist,buddhist,2724,37332,불교도 / 불교의 / 부처의,불교신자 / 불교도 / 부처의 / 불교의 / 불교도의,2,0,4
auto,bull,bull | Bull,bull,4236,30268,황소 / 거짓말 / 강세의,① 황소 ② 강세의 ③ 거짓말,2,0,1
auto,bundles,bundles | Bundles,bundles,37432,37471,번들의 / 묶음,묶음,0,0,1
llm-sense,burden,burden | Burden,burden,674,47599,부담감 / 부담 / 짐 / 책임 / 가중되다,무거운짐 / 부담 / 귀찮은일 / 무거운짐을 지우다 / 귀찮은 / 요지,2,0,1
auto,bureau,bureau | Bureau,bureau,8065,29926,…국(局) / 기관 / 책상,① …국(局) ② 기관 ③ 책상,2,0,2
auto,bush,bush | Bush,bush,6990,30035,부시 / 덤불 / 숲 / 수풀 / 관목,① 부시 ② 덤불 ③ 관목 ④ 숲 ⑤ 수풀,2,0,1
auto,busy,busy | Busy,busy,1978,37457,바쁜 / 분주한 / 붐비다 / 통화 중인,바쁜,2,0,1
llm-sense,cajole,cajole | Cajole,cajole,17271,32999,감언이설로 속이다 / 감언으로 꾀다 / 아첨하다,감언으로 꾀다 / 부추겨서 하게 하다 / 그만두게 하다,2,0,1
auto,calcium,calcium | Calcium,calcium,22124,30318,칼슘 / 미네랄,① 칼슘,2,0,1
llm-proper,caleb,caleb | Caleb,Caleb,50219,32008,이름,갈렙 / 남자 이름,0,0,2
auto,california,california | California,california,4609,49947,캘리포니아,캘리포니아,0,0,1
auto,camel,camel | Camel,camel,4520,37421,낙타,낙타,2,0,1
auto,canada,canada | Canada,canada,8061,35576,캐나다,캐나다,0,0,3
llm-sense,canadian,canadian | Canadian,canadian,1314,36192,캐나다 사람 / 캐나다의,캐나다의 / 캐나다인,0,0,2
auto,candidate,candidate | Candidate,candidate,3738,30441,후보자 / 지원자 / 수험생 / 후보생,① 후보자 ② 지원자 ③ 수험생,2,0,1
auto,canyon,canyon | Canyon,canyon,4522,29933,협곡,① 협곡,0,0,1
llm-sense,capillary,capillary | Capillary,capillary,17530,44558,모세관 현상의 / 모세관의 / 모세관,모세혈관,0,0,1
auto,capitalistic,capitalistic | CAPITALISTIC,capitalistic,24557,30163,자본주의적인 / 자본의 / 자본가의,① 자본주의적인 ② 자본의 ③ 자본가의,1,0,1
auto,capitalize,capitalize | Capitalize,capitalize,17431,30461,투자하다 / 이용하다 / 자본화하다 / …을 대문자로 쓰다 / 계산하다 / 대문자로 쓰다,① 이용하다 ② 자본화하다 ③ …을 대문자로 쓰다,2,0,1
llm-sense,capitol,capitol | Capitol,capitol,7532,35142,미국 국회 의사당 / 수도,연방 의회 의사당,0,0,1
llm-sense,carnival,carnival | Carnival,carnival,9310,9491,카니발 / 축제 / 전시회 / 난장판,카니발 / 사육제,2,0,1
llm-proper,caroline,caroline | Caroline,Caroline,49959,28399,이름,영국 왕 찰스 1 / 2세의 / 여자 이름,0,0,1
auto,carrier,carrier | Carrier,carrier,4036,30144,통신업체 / 항공사 / 매개체 / 화물선 / 캐리어 / 보균자 / (병원체의) 매개체,① 통신업체 ② 운수 회사 ③ 나르는 것 ④ 항공모함 ⑤ 매개체,2,0,1
llm-proper,carter,carter | Carter,Carter,49962,41407,이름,카터,0,0,3
auto,cat,cat | Cat,cat,3734,36228,고양이 / 고양이과 동물,고양이,2,0,1
llm-sense,catholic,catholic | Catholic,catholic,2363,36482,가톨릭 교회의 / 천주교의 / 가톨릭교도,가톨릭교의,1,0,1
auto,cause,cause | Cause,cause,370,29833,원인 / 초래하다 / 일으키다 / 발생하다 / 명분,원인,2,0,1
auto,cellar,cellar | Cellar,cellar,12011,30036,지하실 / 저장실,① 지하실 ② 저장실,2,0,1
auto,celsius,celsius | Celsius,celsius,12856,32534,섭씨 / 셀시우스,섭씨의 / 섭씨,0,0,6
auto,census,census | Census,census,15886,29927,인구 조사 / 공적인 조사 / …의 조사를 하다,① 인구 조사 ② 공적인 조사 ③ …의 조사를 하다,2,0,1
auto,centigrade,centigrade | Centigrade,centigrade,14923,34871,섭씨의 / 100도 눈금으로 나뉜,섭씨,2,0,1
auto,century,century | Century,century,3732,37429,세기 / 100년,세기,2,0,1
auto,ceremony,ceremony | Ceremony,ceremony,668,30421,의식 / 의례 / 식,① 의식 ② 의례 ③ 식,2,0,1
auto,cession,cession | Cession,cession,16913,30103,양도 / 양여 / 할양,① 양도 ② 양여 ③ 할양,1,0,1
auto,chafe,chafe | Chafe,chafe,5718,30142,화나게 하다 / 비벼서 따뜻하게 하다 / 안달 / 쓸다 / 비벼서 벗기다 / 쓸리다,① 비벼서 따뜻하게 하다 ② 안달 ③ 쓸다,2,0,1
auto,championship,championship | Championship,championship,8052,30410,선수권 / 우승 / 챔피언쉽 / 챔피언십 / 대회,① 선수권 ② 우승 ③ 챔피언쉽,2,0,1
auto,chapter,chapter | Chapter,chapter,4505,30397,장 / 챕터 / 편,① 장 ② 챕터 ③ 편,2,0,1
auto,chastity,chastity | CHASTITY,chastity,24490,29998,순결 / 고상함 / 정숙함,① 순결 ② 고상함 ③ 정숙함,0,0,1
llm-sense,chat,chat | Chat,chat,478,36163,채팅하다 / 이야기하다 / 수다떨다 / 메시지 / 채팅 / 대화하다,잡담하다. 잡담,2,0,1
auto,chateau,chateau,chateau,10212,,샤토 / 성 / 궁전 / 대저택,,1,0,0
auto,chatterbox,chatterbox | Chatterbox,chatterbox,34396,37261,수다쟁이 / 기관총 / 카 라디오,수다쟁이,0,0,1
auto,cheers!,Cheers! | cheers!,cheers!,48344,4915,건배,건배!,0,0,1
auto,chicago,chicago | Chicago,chicago,10604,50196,시카고,시카고,0,0,1
auto,china,china | China,china,5095,35582,중국 / 중화 인민 공화국 / 도자기,중국,1,0,5
llm-sense,chinese,chinese | Chinese,chinese,2226,35337,중국인 / 중국어 / 중국의 / 중국 사람,중국어 중국의 / 중국어 / 중국의 / 중국식 / 중국인,2,0,7
