voca_id,word,reason,has_meaning,in_admin_book,fixed_word,wiktionary
48555,embed=imbed,bracket_dup,True,False,,
35093,enjoy~ing,bracket_garbage,True,False,,
38572,ex-...,bracket_garbage,True,False,,
48556,expat=expatriate,bracket_dup,True,False,,
34658,false[o],bracket_dup,True,False,,
50539,fiduciary.,tail_period_dup,True,False,,
31980,"find,make,keep",comma_dup,True,False,,
42703,fish.,tail_period_dup,True,False,,
9004,flick[moive],bracket_dup,True,False,,
42702,foot.,tail_period_dup,True,False,,
48497,frat=fraternity,bracket_dup,True,False,,
43762,from~to~,bracket_garbage,True,False,,
39380,girlie(=grily),bracket_dup,True,False,,
48493,glamour=glamour,bracket_dup,True,False,,
31758,go~ing,bracket_garbage,True,False,,
16722,grown(grow),bracket_dup,True,False,,
35078,hate=dislike,bracket_dup,True,False,,
43513,heavyweight.,tail_period_dup,True,False,,
41261,hono[u]r,bracket_dup,True,False,,
48553,impetuous=hasty,bracket_dup,True,False,,
31889,implication.,tail_period_dup,True,False,,
50545,incumbent.,tail_period_dup,True,False,,
38568,indicate...,bracket_garbage,True,False,,
35047,influence=affect,bracket_dup,True,False,,
44432,inured.,tail_period_dup,True,False,,
40385,ironic(al),bracket_dup,True,False,,
48824,keep~clean,bracket_garbage,True,False,,
36401,knife(ves),bracket_dup,True,False,,
43960,largess(e),bracket_dup,True,False,,
44433,largesse.,tail_period_dup,True,False,,
50559,legitimacy.,tail_period_dup,True,False,,
42038,let~down,bracket_garbage,True,False,,
43488,lot.,tail_period_dup,True,False,,
50540,manifest.,tail_period_dup,True,False,,
40108,METAPHORIC[AL],bracket_dup,True,False,,
36410,Mt.Cook.,tail_period_garbage,True,False,,
43490,nadir.,tail_period_dup,True,False,,
44115,name~after…,bracket_garbage,True,False,,
42037,never~without,bracket_garbage,True,False,,
44153,no[=nay],bracket_dup,True,False,,
50543,"Notably,",comma_dup,True,False,,
50542,noteworthy.,tail_period_dup,True,False,,
36409,okay(OK),bracket_dup,True,False,,
33635,outside~,bracket_garbage,True,False,,
34892,page89~90,bracket_garbage,True,False,,
35332,parent(s),bracket_dup,True,False,,
38556,per...,bracket_garbage,True,False,,
35441,"perm,permanence",comma_dup,True,False,,
32431,phlegmatic(al),bracket_dup,True,False,,
32429,phon(e)y,bracket_dup,True,False,,
35224,practice(-tise),bracket_dup,True,False,,
50548,prescribe.,tail_period_dup,True,False,,
50541,proficiency.,tail_period_dup,True,False,,
46982,prolog(ue),bracket_dup,True,False,,
39393,prom(n),bracket_dup,True,False,,
38579,prosaic[al],bracket_dup,True,False,,
50544,prospectively.,tail_period_dup,True,False,,
45900,put..together,bracket_garbage,True,False,,
36217,quarterfinal(s),bracket_dup,True,False,,
51485,rabbet(rebate),bracket_dup,True,False,,
50551,ratify.,tail_period_dup,True,False,,
35138,read=say,bracket_dup,True,False,,
31799,reapply.,tail_period_dup,True,False,,
35073,remind~of...,bracket_garbage,True,False,,
35418,"removal,remover",comma_dup,True,False,,
48559,repertory=repertoire,bracket_dup,True,False,,
35132,request=require,bracket_dup,True,False,,
50552,restatement.,tail_period_dup,True,False,,
50546,reunion.,tail_period_dup,True,False,,
39378,rhinestone(n),bracket_dup,True,False,,
35133,ridiculous=silly,bracket_dup,True,False,,
40354,rigo(u)r,bracket_dup,True,False,,
50550,scrivener.,tail_period_dup,True,False,,
36218,semifinal(s),bracket_dup,True,False,,
50534,severance.,tail_period_dup,True,False,,
50549,severity.,tail_period_dup,True,False,,
50558,shady.,tail_period_dup,True,False,,
35123,shape=form,bracket_dup,True,False,,
34402,shorts.,tail_period_dup,True,False,,
50566,shredder.,tail_period_dup,True,False,,
48745,sleeve=liner,bracket_dup,True,False,,
39325,snap(v),bracket_dup,True,False,,
46680,solely[exclusively],bracket_dup,True,False,,
32428,spasmodic(al),bracket_dup,True,False,,
29464,specification.,tail_period_dup,True,False,,
51335,specification(spec),bracket_dup,True,False,,
38576,sporadic[al],bracket_dup,True,False,,
36957,stop~from-ing,bracket_garbage,True,False,,
43482,straightforward.,tail_period_dup,True,False,,
37834,street[St.],bracket_dup,True,False,,
37319,strength=merit=advantage,bracket_dup,True,False,,
50561,suspension.,tail_period_dup,True,False,,
46679,sustained[=prolonged],bracket_dup,True,False,,
46677,swell[=inflate],bracket_dup,True,False,,
16702,taken(take),bracket_dup,True,False,,
38563,talk...over,bracket_garbage,True,False,,
37072,tell~from...,bracket_garbage,True,False,,
34952,terms.,tail_period_dup,True,False,,
12314,try~,bracket_garbage,True,False,,
50238,ú,lead_symbol_garbage,True,False,,
31794,upon~ing,bracket_garbage,True,False,,
28359,user~friendly,bracket_garbage,True,False,,
43516,winnow.,tail_period_dup,True,False,,
43508,woefully.,tail_period_dup,True,False,,
31798,workforce.,tail_period_dup,True,False,,
44184,好啊，虽然现在不去外国留学，但是先学好英语再说吧。,cjk,True,False,,
