58848	careful	Be <strong class="target-word">careful</strong> when handling the fragile glassware.	깨지기 쉬운 유리 제품을 취급할 때는 조심하세요.
58849	Pick up	I will <strong class="target-word">pick up</strong> the groceries on my way home from work.	퇴근하는 길에 식료품을 찾아올 것이다.
58850	carry	The shop <strong class="target-word">carries</strong> a wide variety of handmade gifts.	그 상점은 매우 다양한 수제 선물을 팔고 있다.
58857	unable	We were <strong class="target-word">unable</strong> to reach an agreement on the terms of the contract.	우리는 계약 조건에 대한 합의에 도달할 수 없었다.
58860	stock	The manager decided to <strong class="target-word">stock</strong> a new range of products for the upcoming season.	관리자는 다가오는 시즌을 위해 새로운 종류의 제품을 갖추어 놓기로 결정했다.
58865	cater	The hotel <strong class="target-word">caters</strong> to the needs of business travelers.	그 호텔은 비즈니스 여행객들의 요구를 만족시킨다.
58878	complimentary	The hotel offers a <strong class="target-word">complimentary</strong> shuttle service to the airport.	그 호텔은 공항까지 무료 셔틀 서비스를 제공한다.
58894	landmark	The Statue of Liberty is a world-renowned <strong class="target-word">landmark</strong>.	자유의 여신상은 세계적으로 유명한 주요 지표이다.
58895	occupancy	The hotel maintains high <strong class="target-word">occupancy</strong> rates throughout the year.	그 호텔은 연중 높은 투숙률을 유지한다.
58897	remind	Please <strong class="target-word">remind</strong> the guests that breakfast is served until 10 a.m.	투숙객들에게 아침 식사가 오전 10시까지 제공된다는 것을 상기시켜 주세요.
58907	confidential	All employee records are kept in a <strong class="target-word">confidential</strong> file.	모든 직원 기록은 기밀 파일에 보관된다.
58938	technical	Please contact the <strong class="target-word">technical</strong> support team for assistance.	도움을 위해 기술 지원 팀에 연락해 주세요.
58945	financial	The company's <strong class="target-word">financial</strong> situation has improved significantly.	회사의 재무 상황이 상당히 개선되었다.
58946	curtail	We need to <strong class="target-word">curtail</strong> our spending to balance the budget.	우리는 예산의 균형을 맞추기 위해 지출을 줄여야 한다.
58969	incidental	The <strong class="target-word">incidental</strong> expenses for the business trip were reimbursed.	출장 중 부수적인 비용들은 환급되었다.
58971	liable	The contractor is <strong class="target-word">liable</strong> for any damage to the building.	계약자는 건물에 대한 어떤 손상에 대해서도 책임이 있다.
58972	marginal	The difference in price between the two models is only <strong class="target-word">marginal</strong>.	두 모델 간의 가격 차이는 아주 근소할 뿐이다.
58974	overdue	All <strong class="target-word">overdue</strong> payments must be settled by the end of the month.	모든 미납금은 이달 말까지 정산되어야 한다.
58976	profitable	New marketing strategies have made the company more <strong class="target-word">profitable</strong>.	새로운 마케팅 전략들이 회사를 더 수익성 있게 만들었다.
59010	commercial	The <strong class="target-word">commercial</strong> success of the product exceeded all our expectations.	그 제품의 상업적 성공은 우리의 모든 기대를 뛰어넘었다.
59012	consecutive	The company has recorded profits for five <strong class="target-word">consecutive</strong> years.	그 회사는 5년 연속으로 수익을 기록했다.
59041	convene	The committee will <strong class="target-word">convene</strong> at 10:00 A.M. to finalize the budget plan.	위원회는 예산안을 확정하기 위해 오전 10시에 모일 것이다.
59044	unanimous	The board reached a <strong class="target-word">unanimous</strong> decision to appoint Ms. Han as the new CEO.	이사회는 Ms. Han을 새로운 CEO로 임명하는 만장일치 결정을 내렸다.
59062	distract	Please try not to <strong class="target-word">distract</strong> the employees while they are working on the final report.	직원들이 최종 보고서를 작성하는 동안 그들의 주의를 흩뜨리지 않도록 하십시오.
59067	relevant	The candidate's previous experience in marketing is highly <strong class="target-word">relevant</strong> to this position.	지원자의 이전 마케팅 경험은 이 직책과 매우 관련이 있다.
59071	shortly	We will be starting the meeting <strong class="target-word">shortly</strong>, so please take your seats.	곧 회의를 시작할 것이니, 자리에 앉아 주십시오.
59077	forget	Please don't <strong class="target-word">forget</strong> to sign and return the enclosed contract by Friday.	금요일까지 동봉된 계약서에 서명하여 반송하는 것을 잊지 마십시오.
59078	nervous	The employee felt <strong class="target-word">nervous</strong> about presenting her ideas to the senior management.	그 직원은 고위 경영진에게 자신의 아이디어를 발표하는 것에 대해 초조해했다.
59081	annual	This year's <strong class="target-word">annual</strong> conference was held in Atlanta.	올해의 연례 회의는 애틀랜타에서 열렸다.
59095	result	Positive responses to the prototype <strong class="target-word">resulted</strong> in more funding for it.	시제품에 대한 긍정적인 반응은 그것을 위한 더 많은 자금 지원을 야기했다.
59098	grateful	Ms. Warren was <strong class="target-word">grateful</strong> for her recent raise in salary.	Ms. Warren은 최근의 급여 인상에 대해 고마워했다.
59106	tentative	The plan to increase paternity leave is still <strong class="target-word">tentative</strong>.	남성 육아 휴직을 늘리겠다는 계획은 여전히 임시적일 뿐이다.
59112	excited	Fred was <strong class="target-word">excited</strong> about the opportunities his promotion would give him.	Fred는 자신의 승진으로 제공받을 기회들에 신이 났다.
59115	honor	A banquet was held in <strong class="target-word">honor</strong> of our director's retirement.	우리 이사님의 은퇴를 기념하는 연회가 개최되었다.
59142	transfer	The administrator has been <strong class="target-word">transferred</strong> to England.	그 관리자는 영국으로 전근되었다.
59144	mandatory	Attendance to the weekly staff meeting is <strong class="target-word">mandatory</strong>.	주간 직원회의 출석은 의무적이다.
59145	competent	Eileen is very <strong class="target-word">competent</strong> at her job and is well-liked by her staff.	Eileen은 일에 있어서 매우 유능하고 그녀의 직원들에게 매우 사랑받는다.
59148	search	We have been in <strong class="target-word">search</strong> of a new president ever since Mr. Rowles resigned.	우리는 Mr. Rowles가 사임한 후로 계속해서 새 회장을 찾고 있다.
59149	inexperienced	Robert is too <strong class="target-word">inexperienced</strong> to be promoted to manager.	Robert는 부장으로 승진하기에 너무 경험이 없다.
59150	early	Ms. Jones opted for an <strong class="target-word">early</strong> retirement.	Ms. Jones는 조기 퇴직을 선택했다.
59152	executive	Mr. Fulton holds an <strong class="target-word">executive</strong> position at Greenway Bank.	Mr. Fulton은 Greenway 은행에서 경영직을 맡고 있다.
59173	congestion	Traffic <strong class="target-word">congestion</strong> on the highway is heaviest between 5 P.M. and 7 P.M.	고속도로의 교통 체증은 오후 5시부터 7시 사이에 가장 심하다.
59192	automotive	<strong class="target-word">Automotive</strong> repair service is offered for free on new vehicles.	신차에는 자동차 수리 서비스가 무료로 제공된다.
59194	official	The <strong class="target-word">official</strong> report showed that automobile accidents have recently increased.	그 공식 보고서는 최근에 자동차 사고가 증가하고 있음을 나타냈다.
59198	trust	Drivers <strong class="target-word">trust</strong> that the police will keep roadways safe.	운전자들은 경찰이 도로를 안전하게 유지할 것이라고 믿는다.
59199	head	The motorcyclists <strong class="target-word">headed</strong> west toward the mountains.	오토바이 운전자들은 산을 향해 서쪽으로 나아갔다.
59208	tow	All unauthorized vehicles will be <strong class="target-word">towed</strong>.	허가되지 않은 모든 차량은 견인될 것이다.
59209	reverse	Jim accidentally put the truck into <strong class="target-word">reverse</strong> gear.	Jim은 실수로 트럭을 후진 기어에 놓았다.
59210	obstruct	Passengers must not <strong class="target-word">obstruct</strong> the driver's view.	승객들은 운전자의 시야를 가리지 말아야 한다.
59211	delinquent	The <strong class="target-word">delinquent</strong> account has been suspended.	그 연체된 계좌는 정지되었다.
59212	overdue	The bill for October is <strong class="target-word">overdue</strong> and must be paid soon.	10월 청구서는 지불 기한이 지났으므로 곧 납부되어야 한다.
59217	account	Banks always take security into <strong class="target-word">account</strong>.	은행은 항시 보안을 고려한다.
59222	due	The payment is <strong class="target-word">due</strong> on the first of next month.	지불은 다음 달 1일까지이다.
59231	pleasure	Fast and friendly service makes it a <strong class="target-word">pleasure</strong> to bank with Township Capital.	빠르고 친절한 서비스는 Township Capital사와 거래하는 것을 즐겁게 한다.
59243	in common	Credit unions and banks have much <strong class="target-word">in common</strong>.	신용 협동조합과 은행은 많은 공통점이 있다.
59253	heavily	The institution <strong class="target-word">heavily</strong> relies on capital gained from lending.	그 기관은 대출로 얻은 자금에 지나치게 의존하고 있다.
59257	mortgage	Higher <strong class="target-word">mortgage</strong> rates will hurt homeowners.	더 높은 담보 대출 금리는 주택 소유자들에게 손해를 입힐 것이다.
59258	payable	Make all checks <strong class="target-word">payable</strong> to Everson Ltd.	모든 수표가 Everson사에 지불되도록 해 주십시오.
59259	personal	Jane visited the bank to cash a <strong class="target-word">personal</strong> check.	Jane은 개인 수표를 현금으로 바꾸기 위해 은행에 들렀다.
59265	foreseeable	Oil companies have no expansion plans in the <strong class="target-word">foreseeable</strong> future.	석유 회사들은 당분간 확장 계획을 가지고 있지 않다.
59268	on behalf of	The broker received authorization to sell shares <strong class="target-word">on behalf of</strong> his client.	그 중개인은 고객을 대신해 주식을 매각할 수 있는 권한을 받았다.
59282	cautious	Analysts are <strong class="target-word">cautious</strong> about recommending the troubled company's stocks.	분석가들은 문제가 많은 회사의 주식을 추천하는 것에 대해 조심한다.
59301	residence	Students usually attend the school closest to their <strong class="target-word">residence</strong>.	학생들은 보통 자신의 집에서 가장 가까운 학교에 다닌다.
59303	drape	The decorator <strong class="target-word">draped</strong> the living room windows with a silk curtain.	그 장식가는 거실 창문들을 실크 커튼으로 장식했다.
59304	unoccupied	The top floor has been <strong class="target-word">unoccupied</strong> for four months.	꼭대기 층은 넉 달 동안 비어 있었다.
59306	appropriate	The apartment's size is <strong class="target-word">appropriate</strong> for a family of four.	그 아파트의 규모는 4인 가족에게 적당하다.
59318	abandon	The building project was <strong class="target-word">abandoned</strong> when funds ran out.	건설 프로젝트는 자금이 고갈되자 중단되었다.
59327	compulsory	Obtaining permission for home renovations is <strong class="target-word">compulsory</strong>.	주택 개조를 위한 허가 취득은 의무적이다.
59336	permanent	Please write your <strong class="target-word">permanent</strong> address in the space provided.	제시된 공간에 본적을 기입해 주세요.
59337	adjacent	The storage room is <strong class="target-word">adjacent</strong> to the administrative offices.	창고는 행정실에 인접해 있다.
59346	clear	The picnic was held at the park on a <strong class="target-word">clear</strong> day.	맑게 갠 날 공원에서 소풍이 열렸다.
59351	ideal	The weather this week has been <strong class="target-word">ideal</strong> for a camping trip.	이번 주 날씨는 캠핑 여행을 가기에 이상적이었다.
59357	pleasing	Trees in city parks are not only <strong class="target-word">pleasing</strong> to see, but environmentally beneficial.	시립 공원의 나무들은 보기에도 즐거울 뿐만 아니라 환경적으로도 이롭다.
59358	Mark	The company <strong class="target-word">marked</strong> Arbor Day by planting trees on its compound.	그 회사는 구내에 나무를 심는 것으로 식목일을 기념했다.
59359	inaccessible	The wildlife park is <strong class="target-word">inaccessible</strong> by car, so visitors have to take a ferry.	그 야생 공원은 자동차로 접근이 불가능해서, 방문객들은 페리를 타고 가야 한다.
59363	dense	The Black Forest is so <strong class="target-word">dense</strong> that it appears dark even at noon.	Black 숲은 너무 빽빽해서 한낮에도 어두워 보인다.
59364	environmental	Climate change has become a major global <strong class="target-word">environmental</strong> issue.	기후 변화는 전 세계적으로 중요한 환경 문제가 되었다.
59365	consistent	Factory construction must be <strong class="target-word">consistent</strong> with government environmental regulations.	공장 건설은 정부 환경 규정에 일치해야 한다.
59366	leak	Improperly sealed tanks slowly <strong class="target-word">leaked</strong> chemicals into the water.	부적절하게 밀봉된 탱크가 화학 물질이 물속으로 천천히 새게 했다.
59369	contaminate	The water was <strong class="target-word">contaminated</strong> with gasoline.	물이 휘발유로 오염되었다.
59374	deplete	The area's water resources have been <strong class="target-word">depleted</strong>, causing a drop in produce.	그 지역의 수자원이 고갈되면서 농산물 감소의 원인이 되었다.
59375	purify	The plant <strong class="target-word">purifies</strong> the water before it is offered to the local population.	그 공장은 지역 주민들에게 제공되기 전에 물을 정화시킨다.
59392	comprehensive	Executives are required to undergo a <strong class="target-word">comprehensive</strong> physical examination once a year.	경영진은 1년에 한 번 종합 신체검사를 받도록 요구된다.
59395	necessary	Surgery may be <strong class="target-word">necessary</strong> to remove the patient's tumor.	환자의 종양을 제거하기 위해 수술이 필요할 수도 있다.
59403	dental	It is important to receive <strong class="target-word">dental</strong> checkups regularly.	정기적으로 치과 검진을 받는 것은 중요하다.
59404	dietary	The Bureau of Health has issued a set of <strong class="target-word">dietary</strong> guidelines for optimal nutrition.	보건국은 최적의 영양을 위한 식단 지침을 발표했다.
59405	related	Illnesses with <strong class="target-word">related</strong> symptoms can be a challenge to diagnose properly.	관련 증상을 수반하는 질환들은 제대로 진단하는 것이 어려울 수 있다.
59406	transmit	The flu virus is <strong class="target-word">transmitted</strong> through the air.	독감 바이러스는 공기를 통해 전염된다.
59412	pharmaceutical	The <strong class="target-word">pharmaceutical</strong> company markets children's dietary supplements.	그 제약 회사는 아동용 보조 식품을 판매한다.
59416	conscious	People taking medication need to be <strong class="target-word">conscious</strong> of the risks.	약을 복용하는 사람들은 위험성에 대해 알고 있을 필요가 있다.
59423	susceptible	A weakened immune system makes one <strong class="target-word">susceptible</strong> to colds.	약화된 면역 체계는 감기에 걸리기 쉽게 만든다.
59424	uncomfortably	The meeting ran <strong class="target-word">uncomfortably</strong> long, delaying other scheduled appointments.	회의가 불쾌할 정도로 길어져 다른 예정된 약속들이 지연되었습니다.
